ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
603196.SH,20180102,11.67,11.74,11.66,11.72,11.67,0.05000000000000071,0.4284,12846.0,15027.839,1.0
603196.SH,20180103,11.68,11.74,11.61,11.71,11.72,-0.009999999999999787,-0.0853,16205.0,18930.45,1.0
603196.SH,20180104,11.67,11.74,11.64,11.71,11.71,0.0,0.0,15391.83,17997.457,1.0
603196.SH,20180105,11.66,11.75,11.64,11.66,11.71,-0.05000000000000071,-0.427,11194.0,13072.362,1.0
603196.SH,20180108,11.67,11.72,11.58,11.68,11.66,0.019999999999999574,0.1715,14538.74,16905.541,1.0
603196.SH,20180109,11.65,11.82,11.65,11.74,11.68,0.0600000000000005,0.5137,21644.0,25378.477,1.0
603196.SH,20180110,11.74,11.76,11.25,11.47,11.74,-0.2699999999999996,-2.2998,18086.55,20896.556,1.0
603196.SH,20180111,11.45,11.65,11.4,11.63,11.47,0.16000000000000014,1.3949,16939.74,19580.219,1.0
603196.SH,20180112,11.62,11.62,11.47,11.57,11.63,-0.0600000000000005,-0.5159,14351.48,16564.738,1.0
603196.SH,20180115,11.54,11.57,11.25,11.35,11.57,-0.22000000000000064,-1.9015,20217.0,23000.277,1.0
603196.SH,20180116,11.35,11.8,11.27,11.73,11.35,0.3800000000000008,3.348,42296.14,49296.35,1.0
603196.SH,20180117,11.7,11.94,11.61,11.82,11.73,0.08999999999999986,0.7673,35514.25,41863.261,1.0
603196.SH,20180118,11.76,12.3,11.74,12.05,11.82,0.23000000000000043,1.9459,53583.34,64407.298,1.0
603196.SH,20180119,11.97,12.45,11.91,12.24,12.05,0.1899999999999995,1.5768,64912.53,79685.17,1.0
603196.SH,20180122,12.11,12.26,11.76,11.88,12.24,-0.35999999999999943,-2.9412,44929.79,53770.429,1.0
603196.SH,20180123,11.86,12.01,11.79,11.91,11.88,0.02999999999999936,0.2525,22936.4,27242.552,1.0
603196.SH,20180124,11.83,11.95,11.74,11.93,11.91,0.019999999999999574,0.1679,22339.79,26541.496,1.0
603196.SH,20180125,11.94,11.94,11.75,11.77,11.93,-0.16000000000000014,-1.3412,23112.48,27443.35,1.0
603196.SH,20180126,11.78,11.85,11.63,11.66,11.77,-0.10999999999999943,-0.9346,15302.97,17962.535,1.0
603196.SH,20180129,11.65,11.74,11.38,11.44,11.66,-0.22000000000000064,-1.8868,22259.0,25580.159,1.0
603196.SH,20180130,11.44,11.69,11.42,11.6,11.44,0.16000000000000014,1.3986,18589.74,21444.735,1.0
603196.SH,20180131,11.55,12.76,11.46,12.76,11.6,1.1600000000000001,10.0,126877.15,159690.775,1.0
603196.SH,20180201,12.87,12.88,12.02,12.26,12.76,-0.5,-3.9185,143397.28,176713.045,1.0
603196.SH,20180202,12.1,12.24,11.21,11.75,12.26,-0.5099999999999998,-4.1599,92354.36,109431.952,1.0
