ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
300293.SZ,20180102,52.3738,53.3226,51.757,53.1802,52.3738,0.8063999999999965,1.5397,7306.0,8125.682,4.744
300293.SZ,20180103,53.2277,54.2714,53.1328,54.0342,53.1802,0.8539999999999992,1.6059,10611.28,12039.043,4.744
300293.SZ,20180104,54.0816,54.4611,53.6546,53.8918,54.0342,-0.14239999999999498,-0.2635,7753.4,8821.842,4.744
300293.SZ,20180105,54.0816,54.0816,53.0379,53.4649,53.8918,-0.4269000000000034,-0.7921,7738.03,8741.7,4.744
300293.SZ,20180108,53.4649,53.7021,52.943,53.5598,53.4649,0.09490000000000265,0.1775,5370.31,6023.561,4.744
300293.SZ,20180109,53.1802,56.928,53.1802,54.8406,53.5598,1.2807999999999993,2.3913,23301.06,27185.941,4.744
300293.SZ,20180110,54.129,54.6983,53.37,53.797,54.8406,-1.043600000000005,-1.903,13959.64,15798.739,4.744
300293.SZ,20180111,53.2751,54.4611,52.7533,53.8444,53.797,0.04740000000000322,0.0881,9743.89,10975.765,4.744
300293.SZ,20180112,53.37,55.4099,53.37,53.5598,53.8444,-0.2845999999999975,-0.5286,11038.47,12627.582,4.744
300293.SZ,20180115,53.2277,53.37,51.6147,51.6147,53.5598,-1.9451000000000036,-3.6316,10055.97,11087.873,4.744
300293.SZ,20180116,51.6622,52.0891,51.3301,51.5673,51.6147,-0.04739999999999611,-0.0918,7726.12,8400.62,4.744
300293.SZ,20180117,51.5673,52.0417,50.9031,51.8045,51.5673,0.2371999999999943,0.46,9113.38,9867.81,4.744
300293.SZ,20180118,52.3263,52.3263,51.6622,51.7096,51.8045,-0.09489999999999554,-0.1832,5531.0,6051.564,4.744
300293.SZ,20180119,51.757,52.1366,51.5198,51.6147,51.7096,-0.09490000000000265,-0.1835,5541.72,6042.857,4.744
300293.SZ,20180122,51.425,54.3188,51.2826,52.8482,51.6147,1.2334999999999994,2.3898,15520.76,17332.424,4.744
300293.SZ,20180123,52.4686,53.4174,52.2314,52.8007,52.8482,-0.04749999999999943,-0.0899,8660.0,9632.689,4.744
300293.SZ,20180124,52.8007,54.2714,52.3263,54.2239,52.8007,1.4232000000000014,2.6954,18349.84,20766.565,4.744
300293.SZ,20180125,53.797,54.4611,53.2277,53.4174,54.2239,-0.8064999999999998,-1.4874,14863.4,16870.096,4.744
300293.SZ,20180126,53.5123,55.6946,53.1802,54.2239,53.4174,0.8064999999999998,1.5098,18875.42,21684.522,4.744
300293.SZ,20180129,53.9393,54.3188,53.0379,53.1328,54.2239,-1.0910999999999973,-2.0122,10997.42,12415.766,4.744
300293.SZ,20180130,53.0379,53.797,52.8956,53.6072,53.1328,0.4743999999999957,0.8929,7386.5,8301.329,4.744
300293.SZ,20180131,53.5123,53.5123,51.2826,51.7096,53.6072,-1.897599999999997,-3.5398,10349.0,11376.152,4.744
300293.SZ,20180201,51.7096,52.184,47.7246,47.7246,51.7096,-3.9849999999999994,-7.7065,16696.14,17330.127,4.744
300293.SZ,20180202,47.867,48.3888,46.7284,47.44,47.7246,-0.2846000000000046,-0.5963,8064.19,8096.619,4.744
300293.SZ,20180205,47.3451,48.5311,46.7758,48.0093,47.44,0.5693000000000055,1.2,7447.24,7533.396,4.744
300293.SZ,20180206,47.4874,48.0093,43.2178,43.2178,48.0093,-4.791500000000006,-9.9804,17538.7,16465.761,4.744
300293.SZ,20180207,43.882,44.309,41.0356,42.5537,43.2178,-0.6640999999999977,-1.5366,18638.03,16674.266,4.744
