ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
002777.SZ,20180102,68.9641,69.9553,68.4179,69.7733,68.5392,1.2341000000000122,1.8006,6078.38,20849.568,2.023
002777.SZ,20180103,68.9843,70.1779,68.9843,69.3889,69.7733,-0.3843999999999994,-0.5509,5809.0,19936.409,2.023
002777.SZ,20180104,69.0855,70.3397,69.0855,69.7935,69.3889,0.40459999999998786,0.5831,4368.02,15071.608,2.023
002777.SZ,20180105,69.5305,70.0767,69.5103,69.753,69.7935,-0.04049999999999443,-0.058,3294.03,11365.707,2.023
002777.SZ,20180108,69.7126,69.9756,67.4064,67.5277,69.753,-2.2253000000000043,-3.1903,5657.0,18997.451,2.023
002777.SZ,20180109,67.548,68.0537,66.7792,67.5682,67.5277,0.04050000000000864,0.06,5313.93,17646.339,2.023
002777.SZ,20180110,67.7907,69.7126,67.3254,68.9034,67.5682,1.3352000000000004,1.9761,6317.55,21498.931,2.023
002777.SZ,20180111,68.4583,69.6721,67.1636,69.0652,68.9034,0.1617999999999995,0.2348,5770.52,19614.283,2.023
002777.SZ,20180112,68.4583,69.0652,67.3659,67.6491,69.0652,-1.4161000000000001,-2.0504,5333.0,17962.656,2.023
002777.SZ,20180115,67.6694,68.1144,64.1089,64.3314,67.6491,-3.317700000000002,-4.9043,9523.02,30924.162,2.023
002777.SZ,20180116,64.4123,65.1406,62.713,63.8257,64.3314,-0.5057000000000045,-0.7861,3886.27,12358.723,2.023
002777.SZ,20180117,63.8257,64.736,62.9153,64.5539,63.8257,0.7282000000000011,1.1409,3188.0,10058.343,2.023
002777.SZ,20180118,64.5539,64.7967,63.3199,63.3401,64.5539,-1.213799999999999,-1.8803,3157.54,9984.236,2.023
002777.SZ,20180119,63.6031,63.9268,63.3199,63.4413,63.3401,0.10119999999999862,0.1598,3314.59,10418.571,2.023
002777.SZ,20180122,63.2997,63.2997,59.7797,63.1176,63.4413,-0.3236999999999952,-0.5102,6310.29,19270.261,2.023
002777.SZ,20180123,62.7737,63.6031,62.1061,62.9153,63.1176,-0.20230000000000103,-0.3205,2322.03,7214.776,2.023
002777.SZ,20180124,62.9355,66.2937,62.7737,65.4036,62.9153,2.4882999999999953,3.955,6232.0,19972.907,2.023
002777.SZ,20180125,64.736,66.0105,64.21,65.0799,65.4036,-0.3237000000000023,-0.4949,3834.16,12364.562,2.023
