ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
600172.SH,20180102,82.9836,84.7592,82.3295,83.3574,81.9557,1.4017000000000053,1.7103,113570.61,101344.434,9.345
600172.SH,20180103,82.7032,86.7216,82.7032,85.7871,83.3574,2.429699999999997,2.9148,191195.75,173465.341,9.345
600172.SH,20180104,85.5068,86.4413,85.1329,85.5068,85.7871,-0.2802999999999969,-0.3267,94496.43,86610.127,9.345
600172.SH,20180105,85.5068,86.2544,84.4788,85.3199,85.5068,-0.1868999999999943,-0.2186,90888.0,83020.168,9.345
600172.SH,20180108,85.0395,85.3199,82.236,82.8901,85.3199,-2.4298,-2.8479,138311.56,123197.734,9.345
600172.SH,20180109,82.1425,83.5443,82.0491,83.264,82.8901,0.3738999999999919,0.4511,109688.74,97194.519,9.345
600172.SH,20180110,83.264,83.4509,79.2456,80.8343,83.264,-2.429699999999997,-2.9181,172976.04,149584.68,9.345
600172.SH,20180111,79.526,81.3015,79.526,80.5539,80.8343,-0.2804000000000002,-0.3469,84227.74,72775.551,9.345
600172.SH,20180112,80.2736,81.6753,79.6194,80.5539,80.5539,0.0,0.0,126967.84,109904.052,9.345
600172.SH,20180115,79.7129,79.9932,72.5172,72.6107,80.5539,-7.9432000000000045,-9.8607,396315.74,316792.358,9.345
600172.SH,20180116,73.5452,74.1059,70.7417,72.1434,72.6107,-0.4672999999999945,-0.6436,195887.33,151171.646,9.345
600172.SH,20180117,72.05,72.3303,70.6482,71.6762,72.1434,-0.4672000000000054,-0.6476,125732.15,96163.185,9.345
600172.SH,20180118,71.4893,72.1434,71.022,71.6762,71.6762,0.0,0.0,82574.84,63276.038,9.345
600172.SH,20180119,71.6762,73.7321,71.2089,72.9844,71.6762,1.3081999999999994,1.8252,111122.63,86528.529,9.345
600172.SH,20180122,72.5172,74.1993,72.3303,73.8255,72.9844,0.8411000000000115,1.1524,95188.81,74653.641,9.345
600172.SH,20180123,73.7321,75.4142,73.7321,74.2928,73.8255,0.4672999999999945,0.633,85070.79,68021.013,9.345
600172.SH,20180124,74.2928,75.8814,72.7041,75.5076,74.2928,1.2147999999999968,1.6352,129241.65,102956.561,9.345
600172.SH,20180125,75.1338,75.6011,74.3862,75.1338,75.5076,-0.3738000000000028,-0.495,68900.1,55276.446,9.345
600172.SH,20180126,75.1338,75.8814,74.0124,74.5731,75.1338,-0.5606999999999971,-0.7463,69784.84,55741.206,9.345
600172.SH,20180129,74.8535,74.8535,72.7041,73.6386,74.5731,-0.9344999999999999,-1.2531,82754.7,64979.984,9.345
600172.SH,20180130,73.5452,74.8535,73.2648,74.1993,73.6386,0.5606999999999971,0.7614,79584.34,63095.617,9.345
600172.SH,20180131,74.1059,74.1993,71.7696,71.9565,74.1993,-2.2427999999999884,-3.0227,74431.36,57849.659,9.345
600172.SH,20180201,72.05,72.5172,66.1626,68.1251,71.9565,-3.831400000000002,-5.3246,147521.39,109112.585,9.345
600172.SH,20180202,67.7512,68.0316,64.0132,66.7233,68.1251,-1.4018000000000086,-2.0577,167780.8,118964.072,9.345
600172.SH,20180205,66.2561,68.4989,66.2561,67.5644,66.7233,0.8411000000000115,1.2606,73967.03,53564.198,9.345
600172.SH,20180206,66.3495,67.4709,62.6115,62.7984,67.5644,-4.766000000000005,-7.054,178169.03,123279.194,9.345
600172.SH,20180207,64.1067,65.0412,60.7425,63.4526,62.7984,0.6541999999999959,1.0417,112372.0,76397.076,9.345
600172.SH,20180208,63.546,66.1626,63.3591,65.9757,63.4526,2.5231000000000066,3.9764,97486.3,67995.524,9.345
600172.SH,20180209,64.1067,66.0692,63.7329,64.7609,65.9757,-1.2147999999999968,-1.8413,95910.64,66666.053,9.345
600172.SH,20180212,65.415,67.0037,64.9477,66.2561,64.7609,1.495199999999997,2.3088,83606.9,58977.144,9.345
600172.SH,20180213,67.284,72.4237,67.284,69.2465,66.2561,2.990399999999994,4.5134,188619.55,141318.753,9.345
600172.SH,20180214,68.2185,69.2465,67.284,68.7792,69.2465,-0.4672999999999945,-0.6748,101286.93,74215.701,9.345
600172.SH,20180222,69.7137,70.0875,66.8168,68.6857,68.7792,-0.09350000000000591,-0.1359,129660.78,94864.559,9.345
600172.SH,20180223,68.7792,69.0596,67.0037,67.6578,68.6857,-1.0279000000000025,-1.4965,79340.4,57565.378,9.345
600172.SH,20180226,69.5268,74.0124,68.7792,72.9844,67.6578,5.326599999999999,7.8729,257067.32,195771.115,9.345
600172.SH,20180227,74.1993,80.2736,73.3582,80.2736,72.9844,7.289200000000008,9.9873,522390.78,439457.542,9.345
600172.SH,20180228,81.6753,84.105,79.6194,80.4604,80.2736,0.18680000000000518,0.2327,660574.21,579347.214,9.345
600172.SH,20180301,81.5819,87.7496,78.498,84.946,80.4604,4.485599999999991,5.5749,675268.21,603218.04,9.345
600172.SH,20180302,84.1985,86.1609,81.9557,82.4229,84.946,-2.5230999999999995,-2.9702,445380.27,400566.503,9.345
600172.SH,20180305,84.2919,85.5068,82.5164,84.1985,82.4229,1.7755999999999972,2.1543,360904.78,324664.981,9.345
600172.SH,20180306,84.1985,84.1985,80.9277,82.6098,84.1985,-1.5886999999999887,-1.8869,320498.73,281164.866,9.345
600172.SH,20180307,82.3295,85.5068,81.8622,83.264,82.6098,0.6541999999999888,0.7919,286705.19,256367.363,9.345
600172.SH,20180308,83.4509,84.8526,82.5164,83.8247,83.264,0.5607000000000113,0.6734,247946.62,222118.073,9.345
600172.SH,20180309,83.3574,89.4317,82.7032,88.3102,83.8247,4.485499999999988,5.351,544622.42,503358.663,9.345
600172.SH,20180312,87.7496,89.8989,87.3757,89.3382,88.3102,1.0280000000000058,1.1641,419158.06,397882.486,9.345
600172.SH,20180313,88.6841,88.6841,84.7592,85.1329,89.3382,-4.205299999999994,-4.7072,334440.43,309310.495,9.345
600172.SH,20180314,84.4788,85.2264,82.3295,83.9181,85.1329,-1.214800000000011,-1.4269,312308.11,279762.352,9.345
600172.SH,20180315,82.8901,83.5443,81.0212,82.8901,83.9181,-1.0279999999999916,-1.225,276731.43,243122.972,9.345
600172.SH,20180316,83.1705,84.0116,81.7688,82.3295,82.8901,-0.560600000000008,-0.6763,229575.03,203565.394,9.345
600172.SH,20180319,82.9836,84.5723,81.3015,82.4229,82.3295,0.09340000000000259,0.1134,242034.69,214597.876,9.345
600172.SH,20180320,81.0212,82.0491,78.5915,80.4604,82.4229,-1.9624999999999915,-2.381,303723.54,260527.928,9.345
600172.SH,20180321,80.7408,81.1146,78.9652,79.3391,80.4604,-1.121300000000005,-1.3936,203390.13,174479.393,9.345
600172.SH,20180322,79.2456,80.4604,77.8439,79.526,79.3391,0.1868999999999943,0.2356,177334.61,150422.413,9.345
600172.SH,20180323,77.3766,77.9373,71.5827,71.5827,79.526,-7.943299999999994,-9.9883,315799.4,251501.093,9.345
600172.SH,20180326,70.0875,74.4797,70.0875,74.3862,71.5827,2.8034999999999997,3.9164,274369.95,212731.229,9.345
600172.SH,20180327,75.5076,77.8439,74.3862,76.8159,74.3862,2.429699999999997,3.2663,205446.56,167496.562,9.345
600172.SH,20180328,75.5076,76.5356,74.5731,75.0404,76.8159,-1.7754999999999939,-2.3114,138956.71,112430.64,9.345
600172.SH,20180329,76.4421,81.2081,76.4421,77.657,75.0404,2.616599999999991,3.4869,266623.09,224158.2,9.345
600172.SH,20180330,77.657,81.3015,77.657,80.8343,77.657,3.1773000000000025,4.0915,252955.61,216733.958,9.345
600172.SH,20180402,80.367,84.4788,79.9932,83.1705,80.8343,2.336200000000005,2.8901,368027.55,324186.972,9.345
600172.SH,20180403,81.7688,81.7688,78.0307,79.0587,83.1705,-4.111800000000002,-4.9438,315736.54,269338.498,9.345
600172.SH,20180404,79.8063,80.0867,75.5076,75.9749,79.0587,-3.0837999999999965,-3.9006,217758.77,181291.829,9.345
600172.SH,20180409,75.9749,77.3766,75.4142,76.629,75.9749,0.6540999999999997,0.8609,122445.51,100128.861,9.345
600172.SH,20180410,76.4421,77.2832,75.6011,76.629,76.629,0.0,0.0,113648.5,92925.424,9.345
600172.SH,20180411,76.7225,77.4701,74.9469,76.1618,76.629,-0.4672000000000054,-0.6097,155686.64,127238.396,9.345
600172.SH,20180412,75.7879,76.3487,75.1338,75.9749,76.1618,-0.1868999999999943,-0.2454,114073.48,92312.963,9.345
600172.SH,20180413,76.0683,76.2552,73.8255,74.4797,75.9749,-1.4952000000000112,-1.968,135291.6,108111.337,9.345
600172.SH,20180416,74.2928,76.1618,72.891,75.0404,74.4797,0.5607000000000113,0.7528,150027.89,120246.935,9.345
600172.SH,20180417,75.2273,75.7879,73.2648,73.4517,75.0404,-1.5887000000000029,-2.1171,135229.91,107835.732,9.345
600172.SH,20180418,74.2928,74.5731,71.022,74.3862,73.4517,0.9344999999999999,1.2723,177695.13,138424.613,9.345
600172.SH,20180419,73.3582,74.1059,71.022,71.3024,74.3862,-3.0837999999999965,-4.1457,277078.49,213405.578,9.345
600172.SH,20180420,66.8168,68.9661,65.0412,65.5084,71.3024,-5.794000000000011,-8.126,419913.17,297550.508,9.345
600172.SH,20180423,65.415,66.3495,64.1067,65.415,65.5084,-0.09339999999998838,-0.1426,135386.99,94805.884,9.345
600172.SH,20180424,65.5084,67.7512,65.5084,67.1906,65.415,1.7755999999999972,2.7144,142586.8,101940.33,9.345
