ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,adj_factor
688560.SH,20201224,41.0,43.05,33.05,33.28,15.87,17.410000000000004,109.7038,250039.54,953781.911,1.0
688560.SH,20201225,33.54,35.55,31.6,34.4,33.28,1.1199999999999974,3.3654,161895.84,546304.759,1.0
688560.SH,20201228,35.58,37.33,32.58,32.86,34.4,-1.5399999999999991,-4.4767,136380.5,480158.092,1.0
688560.SH,20201229,32.0,32.05,28.28,28.35,32.86,-4.509999999999998,-13.7249,101928.31,304305.578,1.0
688560.SH,20201230,28.16,29.68,28.0,28.34,28.35,-0.010000000000001563,-0.0353,61686.45,177329.295,1.0
688560.SH,20201231,28.95,28.95,27.41,27.46,28.34,-0.879999999999999,-3.1052,64324.56,181236.088,1.0
688560.SH,20210104,27.61,30.33,27.61,30.33,27.46,2.8699999999999974,10.4516,73125.4,213869.53,1.0
688560.SH,20210105,30.33,31.8,29.8,29.96,30.33,-0.36999999999999744,-1.2199,68361.75,210844.119,1.0
688560.SH,20210106,29.61,31.49,29.37,30.8,29.96,0.8399999999999999,2.8037,50231.81,153350.242,1.0
688560.SH,20210107,30.47,31.88,29.66,30.72,30.8,-0.08000000000000185,-0.2597,58922.23,181194.274,1.0
688560.SH,20210108,30.3,30.72,28.3,29.19,30.72,-1.5299999999999976,-4.9805,44675.96,130554.813,1.0
688560.SH,20210111,28.99,29.8,28.0,29.03,29.19,-0.16000000000000014,-0.5481,33521.78,97094.224,1.0
688560.SH,20210112,29.32,29.38,28.21,28.54,29.03,-0.490000000000002,-1.6879,24188.65,69454.422,1.0
688560.SH,20210113,28.03,28.31,25.58,25.65,28.54,-2.8900000000000006,-10.1261,47086.78,126462.0,1.0
688560.SH,20210114,25.98,26.39,25.1,25.6,25.65,-0.04999999999999716,-0.1949,22490.56,58117.226,1.0
688560.SH,20210115,25.78,26.66,25.01,26.11,25.6,0.509999999999998,1.9922,24472.53,63332.097,1.0
688560.SH,20210118,26.4,26.4,25.38,25.62,26.11,-0.48999999999999844,-1.8767,22971.65,59052.627,1.0
688560.SH,20210119,25.5,26.88,25.5,25.68,25.62,0.05999999999999872,0.2342,22099.67,57788.021,1.0
688560.SH,20210120,25.5,26.29,25.35,25.85,25.68,0.1700000000000017,0.662,16990.99,43988.698,1.0
688560.SH,20210121,26.04,26.59,25.64,26.14,25.85,0.28999999999999915,1.1219,21913.6,57355.317,1.0
688560.SH,20210122,26.1,27.36,26.01,26.7,26.14,0.5599999999999987,2.1423,25268.72,67166.516,1.0
688560.SH,20210125,26.99,26.99,25.58,25.99,26.7,-0.7100000000000009,-2.6592,24308.01,63788.957,1.0
688560.SH,20210126,25.76,25.86,24.4,24.89,25.99,-1.0999999999999979,-4.2324,23939.55,59895.966,1.0
688560.SH,20210127,24.41,24.9,24.23,24.51,24.89,-0.379999999999999,-1.5267,12145.78,29657.695,1.0
688560.SH,20210128,24.23,24.66,22.85,23.0,24.51,-1.5100000000000016,-6.1608,22213.71,52338.641,1.0
688560.SH,20210129,23.1,23.11,21.5,22.06,23.0,-0.9400000000000013,-4.087,21235.89,47064.253,1.0
688560.SH,20210201,21.91,22.95,21.7,22.95,22.06,0.8900000000000006,4.0345,20491.89,45797.444,1.0
688560.SH,20210202,22.8,22.8,21.32,21.78,22.95,-1.1699999999999982,-5.098,18043.93,40010.723,1.0
688560.SH,20210203,21.77,21.93,20.95,20.97,21.78,-0.8100000000000023,-3.719,12720.29,27078.577,1.0
688560.SH,20210204,20.85,21.53,20.19,20.6,20.97,-0.36999999999999744,-1.7644,14977.74,30946.291,1.0
688560.SH,20210205,20.36,20.68,19.97,20.09,20.6,-0.5100000000000016,-2.4757,13970.58,28186.138,1.0
688560.SH,20210208,20.07,20.41,19.64,19.9,20.09,-0.19000000000000128,-0.9457,7786.67,15482.289,1.0
688560.SH,20210209,19.84,20.67,19.76,20.56,19.9,0.6600000000000001,3.3166,11151.28,22705.553,1.0
688560.SH,20210210,20.4,20.55,20.05,20.3,20.56,-0.259999999999998,-1.2646,9527.63,19298.305,1.0
688560.SH,20210218,20.46,21.26,20.46,20.58,20.3,0.2799999999999976,1.3793,12448.06,25993.154,1.0
688560.SH,20210219,20.45,21.14,20.45,21.0,20.58,0.4200000000000017,2.0408,15705.12,32813.878,1.0
688560.SH,20210222,21.05,21.53,20.81,20.91,21.0,-0.08999999999999986,-0.4286,15210.93,32303.454,1.0
688560.SH,20210223,21.16,21.32,20.64,20.68,20.91,-0.23000000000000043,-1.1,12823.48,26820.17,1.0
688560.SH,20210224,20.72,20.97,20.33,20.4,20.68,-0.28000000000000114,-1.354,11442.28,23542.506,1.0
688560.SH,20210225,20.51,20.63,19.82,19.96,20.4,-0.4399999999999977,-2.1569,11839.03,23896.008,1.0
688560.SH,20210226,19.79,19.83,18.97,19.17,19.96,-0.7899999999999991,-3.9579,25745.95,49847.974,1.0
688560.SH,20210301,19.19,19.76,19.17,19.65,19.17,0.4799999999999969,2.5039,12361.45,24161.677,1.0
688560.SH,20210302,19.83,20.06,19.42,19.72,19.65,0.07000000000000028,0.3562,15550.74,30689.969,1.0
688560.SH,20210303,19.92,20.58,19.72,20.45,19.72,0.7300000000000004,3.7018,28455.32,57610.198,1.0
688560.SH,20210304,20.24,21.45,20.2,20.6,20.45,0.15000000000000213,0.7335,27376.04,57030.623,1.0
688560.SH,20210305,20.6,20.79,20.35,20.37,20.6,-0.23000000000000043,-1.1165,18457.65,37818.716,1.0
688560.SH,20210308,20.37,20.57,19.81,19.84,20.37,-0.5300000000000011,-2.6019,20486.41,41360.226,1.0
688560.SH,20210309,20.0,20.14,18.61,19.07,19.84,-0.7699999999999996,-3.881,14948.95,28948.389,1.0
688560.SH,20210310,19.35,19.89,18.9,19.18,19.07,0.10999999999999943,0.5768,12156.77,23553.974,1.0
688560.SH,20210311,19.21,19.66,18.8,19.45,19.18,0.2699999999999996,1.4077,12085.86,23259.41,1.0
688560.SH,20210312,19.4,19.68,19.1,19.15,19.45,-0.3000000000000007,-1.5424,9405.64,18095.164,1.0
688560.SH,20210315,19.0,19.38,18.72,18.88,19.15,-0.2699999999999996,-1.4099,9609.03,18196.422,1.0
688560.SH,20210316,18.88,19.11,18.71,18.99,18.88,0.10999999999999943,0.5826,7294.05,13784.805,1.0
688560.SH,20210317,18.99,19.8,18.81,19.8,18.99,0.8100000000000023,4.2654,13053.11,25323.653,1.0
688560.SH,20210318,19.99,21.06,19.83,19.92,19.8,0.120000000000001,0.6061,27147.6,55315.984,1.0
688560.SH,20210319,19.61,20.45,19.61,20.29,19.92,0.36999999999999744,1.8574,21650.26,43701.022,1.0
688560.SH,20210322,20.6,21.08,20.26,20.77,20.29,0.4800000000000004,2.3657,23801.85,49401.389,1.0
688560.SH,20210323,20.83,21.1,19.85,20.07,20.77,-0.6999999999999993,-3.3702,16940.05,34529.833,1.0
688560.SH,20210324,20.0,20.35,19.7,20.23,20.07,0.16000000000000014,0.7972,14011.33,28051.635,1.0
688560.SH,20210325,20.1,20.67,20.01,20.03,20.23,-0.1999999999999993,-0.9886,12764.63,25935.928,1.0
688560.SH,20210326,20.19,20.52,19.8,20.34,20.03,0.3099999999999987,1.5477,11149.32,22611.675,1.0
688560.SH,20210329,20.7,21.2,20.35,20.41,20.34,0.07000000000000028,0.3441,15867.88,32879.665,1.0
688560.SH,20210330,20.41,20.41,19.66,19.7,20.41,-0.7100000000000009,-3.4787,15224.31,30295.213,1.0
688560.SH,20210331,19.83,19.83,19.4,19.63,19.7,-0.07000000000000028,-0.3553,6267.48,12300.283,1.0
688560.SH,20210401,19.6,19.66,19.39,19.46,19.63,-0.16999999999999815,-0.866,8068.46,15757.686,1.0
688560.SH,20210402,19.58,20.3,19.57,20.13,19.46,0.6699999999999982,3.443,12787.54,25511.659,1.0
688560.SH,20210406,20.13,20.5,20.02,20.5,20.13,0.370000000000001,1.8381,12747.82,25919.676,1.0
688560.SH,20210407,20.53,20.55,20.12,20.44,20.5,-0.05999999999999872,-0.2927,9372.29,19070.165,1.0
688560.SH,20210408,20.45,21.08,20.28,20.52,20.44,0.0799999999999983,0.3914,20304.25,42155.818,1.0
