ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
600552.SH,20180102,7.35,7.47,7.26,7.39,7.37,0.02,0.27,77668.54,56990.206
600552.SH,20180103,7.36,7.44,7.32,7.44,7.39,0.05,0.68,53406.0,39481.063
600552.SH,20180104,7.5,7.59,7.44,7.53,7.44,0.09,1.21,74796.42,56166.575
600552.SH,20180105,7.55,7.56,7.39,7.44,7.53,-0.09,-1.2,64769.38,48436.249
600552.SH,20180108,7.45,7.54,7.35,7.47,7.44,0.03,0.4,52781.64,39255.066
600552.SH,20180109,7.45,7.65,7.38,7.49,7.47,0.02,0.27,70984.82,53344.426
600552.SH,20180110,7.46,7.54,7.38,7.47,7.49,-0.02,-0.27,41455.96,30890.342
600552.SH,20180111,7.47,7.47,7.37,7.41,7.47,-0.06,-0.8,40457.48,29938.836
600552.SH,20180112,7.41,7.45,7.35,7.37,7.41,-0.04,-0.54,41154.02,30359.68
600552.SH,20180115,7.41,7.43,7.25,7.3,7.37,-0.07,-0.95,52615.83,38591.286
600552.SH,20180116,7.3,7.33,7.09,7.13,7.3,-0.17,-2.33,78004.04,56053.598
600552.SH,20180117,7.14,7.14,6.9,6.99,7.13,-0.14,-1.96,90730.4,63267.802
600552.SH,20180118,6.98,7.03,6.9,6.93,6.99,-0.06,-0.86,51254.44,35676.606
600552.SH,20180119,7.62,7.62,7.62,7.62,6.93,0.69,9.96,38485.15,29325.684
600552.SH,20180122,7.9,8.38,7.79,8.26,7.62,0.64,8.4,511328.1,416185.876
600552.SH,20180123,7.93,8.03,7.72,7.79,8.26,-0.47,-5.69,282350.42,221423.687
600552.SH,20180124,7.72,7.78,7.5,7.61,7.79,-0.18,-2.31,184583.46,140338.183
600552.SH,20180125,7.59,7.73,7.54,7.62,7.61,0.01,0.13,114658.66,87408.843
600552.SH,20180126,7.5,7.66,7.48,7.56,7.62,-0.06,-0.79,99516.69,75415.514
600552.SH,20180129,7.55,7.56,7.22,7.31,7.56,-0.25,-3.31,130068.23,95879.237
600552.SH,20180130,7.28,7.36,7.26,7.31,7.31,0.0,0.0,51061.04,37286.519
600552.SH,20180131,7.32,7.32,7.07,7.09,7.31,-0.22,-3.01,67817.0,48526.651
600552.SH,20180201,7.12,7.16,6.71,6.77,7.09,-0.32,-4.51,75546.0,52572.965
600552.SH,20180202,6.74,6.9,6.53,6.77,6.77,0.0,0.0,56472.96,37990.465
600552.SH,20180205,6.7,6.92,6.65,6.85,6.77,0.08,1.18,42109.84,28893.709
600552.SH,20180206,6.7,6.83,6.46,6.48,6.85,-0.37,-5.4,54086.8,36094.057
600552.SH,20180207,6.64,6.68,6.32,6.52,6.48,0.04,0.62,43752.8,28604.549
600552.SH,20180208,6.52,6.75,6.47,6.63,6.52,0.11,1.69,38857.15,25858.255
600552.SH,20180209,6.5,6.64,6.21,6.32,6.63,-0.31,-4.68,57496.34,36995.96
600552.SH,20180212,6.35,6.53,6.35,6.48,6.32,0.16,2.53,32744.8,21157.706
600552.SH,20180213,6.57,7.05,6.5,6.74,6.48,0.26,4.01,65598.62,44670.719
600552.SH,20180214,6.66,6.77,6.62,6.69,6.74,-0.05,-0.74,28591.8,19086.582
600552.SH,20180222,6.76,6.81,6.71,6.73,6.69,0.04,0.6,30875.0,20827.095
600552.SH,20180223,6.71,6.82,6.7,6.78,6.73,0.05,0.74,27641.0,18706.872
600552.SH,20180226,6.79,6.88,6.74,6.87,6.78,0.09,1.33,46603.62,31818.696
600552.SH,20180227,6.86,6.98,6.8,6.84,6.87,-0.03,-0.44,48058.1,33095.199
600552.SH,20180228,6.79,6.87,6.77,6.85,6.84,0.01,0.15,38281.37,26145.468
600552.SH,20180301,6.78,6.99,6.78,6.98,6.85,0.13,1.9,50264.93,34758.378
600552.SH,20180302,6.9,6.98,6.87,6.9,6.98,-0.08,-1.15,36480.17,25224.551
600552.SH,20180305,6.95,6.95,6.82,6.88,6.9,-0.02,-0.29,32340.67,22210.51
600552.SH,20180306,6.9,7.22,6.88,7.09,6.88,0.21,3.05,98456.0,69814.76
600552.SH,20180307,7.51,7.51,7.13,7.14,7.09,0.05,0.71,120858.77,88117.061
600552.SH,20180308,7.06,7.26,7.06,7.15,7.14,0.01,0.14,65048.21,46371.321
600552.SH,20180309,7.15,7.34,7.1,7.3,7.15,0.15,2.1,76373.19,55347.981
600552.SH,20180312,7.38,7.49,7.31,7.35,7.3,0.05,0.68,77131.95,56898.784
600552.SH,20180313,7.38,7.39,7.22,7.22,7.35,-0.13,-1.77,60803.75,44418.05
600552.SH,20180314,7.18,7.18,7.08,7.13,7.22,-0.09,-1.25,72691.75,51867.04
600552.SH,20180315,7.09,7.45,7.08,7.44,7.13,0.31,4.35,158834.97,116179.048
600552.SH,20180316,7.33,7.38,7.15,7.19,7.44,-0.25,-3.36,117772.74,85410.832
600552.SH,20180319,7.15,7.27,7.07,7.18,7.19,-0.01,-0.14,60687.5,43454.699
