stock,influence_jyr_date,feature,label
000001,20181109,[0.567607045173645],0
000001,20181119,[0.6167399883270264],1
000001,20181120,[0.534196674823761],0
000001,20181123,[0.4951278865337372],0
000001,20181203,[0.6001501679420471],1
000001,20181220,[0.5911906957626343],0
000001,20181221,[0.6071776151657104],0
000001,20190102,[0.5510869026184082],0
000001,20190104,[0.6085302233695984],1
000001,20190109,[0.6170298457145691],1
000001,20190116,[0.5969114303588867],1
000001,20190117,[0.6066160202026367],0
000001,20190218,[0.49319618940353394],1
000001,20190225,[0.46477970480918884],1
000001,20190301,[0.4718523621559143],1
000001,20190307,[0.6087323427200317],0
000001,20190308,[0.6085706949234009],0
000001,20190325,[0.6206063032150269],0
000001,20190329,[0.6186917424201965],1
000001,20190401,[0.4718896150588989],1
000001,20190404,[0.5909467339515686],1
000001,20190415,[0.5392758846282959],1
000001,20190416,[0.5680577158927917],1
000001,20190419,[0.6254303455352783],1
000001,20190422,[0.6190159320831299],0
000001,20190424,[0.5212759971618652],1
000001,20190425,[0.5987804532051086],0
000001,20190426,[0.5423571467399597],0
000001,20190429,[0.5903170704841614],1
000001,20190506,[0.3999541103839874],0
000001,20190510,[0.6136264204978943],1
000001,20190513,[0.59328693151474],0
000001,20190603,[0.47145509719848633],0
000001,20190610,[0.5948206782341003],1
000001,20190611,[0.5927595496177673],1
000001,20190619,[0.5365550518035889],1
000001,20190620,[0.47401750087738037],1
000001,20190627,[0.5271676182746887],1
000001,20190708,[0.45507675409317017],0
000001,20190712,[0.4729369878768921],1
000001,20190719,[0.5915359258651733],1
000001,20190725,[0.5753606557846069],1
000001,20190802,[0.5370900630950928],0
000001,20190805,[0.5443614721298218],0
000001,20190808,[0.4651975631713867],1
000001,20190812,[0.527398943901062],1
000001,20190821,[0.6075708866119385],0
000001,20190823,[0.6046520471572876],1
000001,20190826,[0.520729660987854],0
000001,20190902,[0.5786473155021667],1
000001,20190919,[0.5157266855239868],1
000001,20190920,[0.5645294189453125],1
000001,20190925,[0.602861225605011],1
000001,20191008,[0.5023875832557678],1
000001,20191011,[0.4580780267715454],1
000001,20191014,[0.5207022428512573],1
000001,20191016,[0.4649665355682373],0
000001,20191021,[0.5548367500305176],1
000001,20191022,[0.5115547180175781],0
000001,20191111,[0.5801907181739807],0
000001,20200220,[0.5317416787147522],1
000001,20200302,[0.5640544891357422],1
000001,20200309,[0.564262330532074],0
000001,20200316,[0.4892942011356354],0
000001,20200317,[0.6074942946434021],0
000001,20200318,[0.4714549779891968],0
000001,20200319,[0.47174543142318726],0
000001,20200320,[0.5799643397331238],1
000001,20200323,[0.5477460026741028],0
000001,20200324,[0.5099217295646667],1
000001,20200325,[0.5736160278320312],1
000001,20200403,[0.5565226674079895],0
000001,20200407,[0.4699361324310303],1
000001,20200414,[0.46947959065437317],1
000001,20200421,[0.5327440500259399],1
000001,20200429,[0.6089615821838379],1
000002,20181129,[0.482215017080307],0
000002,20181204,[0.558854877948761],0
000002,20181213,[0.6451062560081482],1
000002,20181214,[0.6319707036018372],0
000002,20181218,[0.6580085158348083],0
000002,20181221,[0.5756007432937622],0
000002,20190104,[0.6331149935722351],1
000002,20190129,[0.537599503993988],1
000002,20190215,[0.5588068962097168],0
000002,20190218,[0.629478394985199],1
000002,20190220,[0.6390551924705505],1
000002,20190221,[0.6452277898788452],0
000002,20190225,[0.5183771252632141],1
000002,20190226,[0.5588391423225403],0
000002,20190304,[0.6914914846420288],1
000002,20190307,[0.6181182861328125],0
000002,20190308,[0.5587345361709595],0
000002,20190325,[0.6388558149337769],0
000002,20190327,[0.6321545243263245],1
000002,20190408,[0.6128829121589661],0
000002,20190409,[0.6182520985603333],1
000002,20190411,[0.4803519546985626],0
000002,20190412,[0.4802970886230469],0
000002,20190416,[0.6324157118797302],1
000002,20190508,[0.5423765778541565],0
000002,20190510,[0.533639132976532],1
