stock,influence_jyr_date,feature,label
000069,20200407,[0.5201241970062256],1
000069,20200410,[0.48769986629486084],1
000069,20200413,[0.4717647433280945],0
000069,20200414,[0.4736252725124359],1
000069,20200415,[0.4717766344547272],0
000069,20200416,[0.6031576991081238],0
000069,20200422,[0.5961589217185974],1
000069,20200424,[0.6057804226875305],1
000069,20200428,[0.47540539503097534],0
000069,20200430,[0.5405635833740234],1
000100,20181101,[0.6094110608100891],1
000100,20181102,[0.6142942309379578],1
000100,20181105,[0.6058427095413208],0
000100,20181106,[0.6048172116279602],1
000100,20181107,[0.5776227116584778],0
000100,20181108,[0.5643547773361206],0
000100,20181109,[0.6057289838790894],0
000100,20181112,[0.5040284991264343],1
000100,20181113,[0.4902489483356476],1
000100,20181114,[0.5033764243125916],0
000100,20181115,[0.47237125039100647],1
000100,20181119,[0.5756360292434692],0
000100,20181120,[0.5640343427658081],0
000100,20181121,[0.525353729724884],0
000100,20181122,[0.5622559189796448],1
000100,20181123,[0.5380662083625793],0
000100,20181126,[0.6091250777244568],1
000100,20181127,[0.6358516216278076],1
000100,20181128,[0.5662471055984497],1
000100,20181129,[0.6137677431106567],0
000100,20181130,[0.6104792356491089],1
000100,20181203,[0.5770668387413025],1
000100,20181204,[0.6150708198547363],1
000100,20181205,[0.4725167155265808],0
000100,20181206,[0.5778787136077881],0
000100,20181207,[0.6142290830612183],1
000100,20181210,[0.5778385400772095],0
000100,20181213,[0.6139989495277405],1
000100,20181214,[0.6058423519134521],1
000100,20181217,[0.5100307464599609],1
000100,20181220,[0.5427350401878357],0
000100,20181225,[0.5710592865943909],1
000100,20190103,[0.6149665117263794],1
000100,20190104,[0.5651595592498779],1
000100,20190107,[0.47781985998153687],1
000100,20190108,[0.4977813959121704],1
000100,20190109,[0.6191797852516174],0
000100,20190110,[0.618183434009552],0
000100,20190111,[0.4811016917228699],1
000100,20190114,[0.4687945544719696],0
000100,20190115,[0.5771274566650391],1
000100,20190116,[0.5795496106147766],0
000100,20190117,[0.48121178150177],0
000100,20190118,[0.570163905620575],1
000100,20190121,[0.571242094039917],1
000100,20190122,[0.5771849155426025],0
000100,20190123,[0.49738532304763794],1
